review,tag_arr
"I ordered 2 large coffees one with 4 creams and the other black coffee so I can take to my co-worker but b4 leaving I ask for cream & sugar. The manager looked at me & said ""you didn't order any"" I asked again & he said I would need ur receipt & I need to add it to the order on my computer. There were people waiting in line so I told him to forget it. I left very disappointed. They count cream & sugar! Oh, during the evening they only take cash. SNAKES!!","[0, '1', 0, 0, 0, 0, 0, 0]"
"I drive up and down 90 and have eaten at every McD and this is the worst over all. ξService is always slower than normal, today's visit I was only customer and they couldn't get the order right. ξ I love McD but not this one","[0, '0.6246', 0, '1.0', 0, 0, 0, 0]"
"No milk for the coffee. Only cream. No wonder everyone is fat. Get my coffee, and it's half full. Awesome. All in all, all Micky D's in Vegas suck.On a side note, the new oatmeal is pretty damn good.","[0, '0.6497', 0, 0, 0, 0, 0, 0]"
"I live around the area and when I'm really hungry at a late hour I come here. Also, I can get coffee here for $1. Basically the worse customer service in history. People working there look so depressed and sleepy. Or they look angry that life made them work there. Either way, you wait in line for awhile as there are bums in the background asking people for change.","['1', 0, 0, 0, 0, 0, 0, 0]"
"Stopped in the Drive Thru at this location for a McDouble at around 9:30pm. I asked for it to be made without salt on the meat. When I get to the window, the lady said rather rudely that they could not make it that way because...get this...they had already cooked all the meat for the night and the grill was closed down.I said, ""So if I drive up and order a burger at 4am, you're telling me that you're going to serve me meat that was cooked 8 hours ago?"" She said, ""Yeah, well that's the way all McDonald's operate.""Disgusting. I know McDonald's isn't exactly known for the highest standards, but serving burgers made ""fresh to order"" with 8-hour-old cooked meat is just downright NASTY.","['0.6667', 0, 0, 0, '1.0', 0, 0, 0]"
"Paid the ""airport mark-up"" price for the worst Big Mac that I've ever had. ξThe bread was over-toasted to cover up the staleness of the bun...it didn't. ξThe, Big Mac, which is supposed to be a relatively tall sandwich was not much taller than a McDouble from the Value-Menu...which they don't have at the airport, BTW.","[0, 0, 0, 0, '1', 0, 0, 0]"
"Years of pathetic service, disgusting food, and dangerous mistakes. Why do I keep going back?Having nothing to do with Mcdonalds food in general and more to do with the ability of this specific location to produce it with out killing anybody. I have been going to this particular store for years. It is right around the corner from where I used to live, and is on the way from where I live to pretty much everything I use (gas station, costco, movie theater, market, etc). It is the only convenient location, and for a while Mcdonalds was the only place that had $1 drinks. So those are my lame excuses for repeatedly torturing myself with this horrible place! Service: I used to be a manager with another fast food chain. I know what service SHOULD be. I also know what it usually is. It doesn't have to be 5 star. But the rude attitudes, ridiculously slow service, and inability to get a single order right is really a bit too much. When I say slow service, I am talking 15 minutes is average drive thru time for a dollar menu burger and a soda. Correct orders: Yes, my order can occasionally be complicated (no castup, add big mac sauce)... but when I thought they could do no worse... they messed up an order for 4 large drinks. 2 diet cokes, a lemonade, and an unsweet iced tea (all with extra ice). We received a regular coke, a lemonade, a Dr. Pepper, and a sweet iced tea. 2 drinks had no ice at all. and the other 2 had a few pieces floating around. We have never received a correct order from this store. EVER. I could go on and on about it, but I will stick with this sad example and move on.Dangerous/disgusting/incorrectly made: Something a little different then an order where they put the wrong thing in the bag or mess up a custom, is when they just make it incorrectly or dangerously. Some of the examples of this include pies that expired an hour before I received them, an egg that was completely raw in the middle, and tonights lovely mess up. Tonight I ordered the Angus Mushroom and Swiss. According to the website this should include 2 full slices of swiss cheese and a decent amount of mushrooms. I had about a teaspoon of mushrooms, no sauce, and 1/2 a slice of cheese. That is right, they left off a slice and a half of cheese! In addition, it was a regular (and relatively old) quarter pound patty, not the big ole angus patty they should have used. I have called the number on the receipt multiple times that takes me to the district office. They consistently send out a free sandwich or drink coupon to apologize. They tell me how sorry they are and suggest I try one of their other locations, as this is the only one they receive complaints from. From what I was told they are revamping this store, but I have been told that for well over a year, and it seems to have been unvamped and going down hill, which I didn't think was even possible! I keep vowing this will be my last visit, but then find myself sitting in the drive thru line yet again wondering if I will ever receive my food. I highly do not recommend this location. Hopefully you won't be lured in by whatever the heck keeps luring me! -Sarah (This was written by Paul's wife because I am usually the one dealing with them. I guess he got smarter.)","['1.0', '1.0', 0, '1.0', '1.0', 0, 0, 0]"
"We are retired and have gone to this McDonald's since they built it two blocks from our house. ξThis last year it has gone down hill. ξThey are out of things often, week after week. ξThe service has become poor. ξSome of the long time employees are good but the bad now outweighs the good at that location.The street people hitting you up in the drive through and inside but the managers will do nothing about them. ξTalked to the owner and he said he would see thing get better but they did not. After all these years we decided we no longer need McDonald's and have not been in three months. ξWe have ten grandkids that are not missing it either. ξPoor service has cost them a lot when you think about it over the years.","['1', 0, 0, 0, 0, 0, 0, 0]"
Was so hungry! Didn't had a car and when I requested and wanted to place an order from the drive through window! He says rudely that we can take your order and closes the window on my face! Though I like Mc Donald's but this place is weird!,"['0.6264', 0, 0, 0, 0, 0, 0, 0]"
"A McD's in a kinda sketchy area. ξI've been through the drive thru for breakfast a couple of times. ξThe only thing to really note is they have two places you can order from in the drive thru. ξDon't be an idiot and sit at the first one for too long with out moving to the next one to order, like I did. ξDoh. ξOtherwise enjoy!","[0, 0, 0, 0, 0, '0.688', 0, 0]"
"One thing remarkable about this restaurant, in contrast with all the other many restaurants in the East Village --EVERY type of person in the neighborhood eats here. Old folks, kids, Black, White, Hispanic, Asian, sane, crazy, homeless, homeful...crossing every line there is. No other restaurant accomplishes that. Now, whether all those different people SHOULD eat at McDonald's is another matter...Be great if they'd introduce an ""East Village History"" theme -- pictures of Emma Goldman, Yippies, ee cummings, etc. One last thing. There are people who like McDonald's coffee...WHY???","[0, 0, 0, 0, 0, '0.6784', 0, 0]"
"I guy named Rodrigo identified himself like a manager on Sunday morning 04/20/2014, he was talking about a costumer's dress in front of me with a crew member and messed up my order. I asked to cancel my order and process a refund, I don't tolerate a guy like this to make fun of girls in front of me. He also suggested me to call to the costumer service number if had any complaint. I am wondering if the operator is aware of this guy? I am not coming back and also will suggest my wife do the same.","['0.7', '1.0', 0, 0, 0, 0, 0, 0]"
Kids working drive thru have no idea what they are doing. Usually wait in the pick up window long enough to drink my entire drink and the food is still not ready. They usually forget to add salt to the fries. Today I got sold a pie that said to ' enjoy by 7:41pm ' and was sold to me at around 10pm. I'm not even sure if that is safe to eat. Disapointed in the new location. And a few napkins in my drive thru bag would be nice too.,"[0, 0, 0, '1', 0, 0, 0, 0]"
"You can tell the employees deal with some annoying customers- there are some weird sketchy people in there which is kind of a shame because it's actually one of the nicer mcds I've been to. You don't go to mcdonalds for customer service though. Location is great, went there for the first time today and food was ok. Prolly won't go back anytime soon though but that's just bc I'm not a big mcdonalds person.","[0, 0, 0, 0, 0, '0.688', 0, 0]"
"No ice cream available? Then why is it on your menu? This is not the first time for this location... unacceptable for such a 'prestigious' franchise...To further my frustration, I ended up ordering two apple pies in an attempt to satisfy a late night craving only to continue with extreme disappointment. Once I payed for the apple pies and got to the pickup window I was told that there were no pies available and would need to wait 15 minutes. I quickly replied that I could not wait that long and had to leave and the manager promptly refunded my purchase....No Ice Cream and No Apple Pies... I'll never stop here again...","[0, 0, 0, 0, 0, 0, '1', 0]"
I wish I can give zero stars. Freezing cold reheated soggy fries and twice fried chewy nuggets = straight to my trash can.,"[0, 0, 0, 0, '1', 0, 0, 0]"
"THIS MCDONALDS IS HORRIBLE! They are also down the street from my house. You might just want to go to the next McDonald's down the street, less than half a mile maybe. It's brand new and just opened. The reviews here speak for themselves. NO CUSTOMER SERVICE WHATSOEVER. they always rush you at drive-thru and never get the meal correct because they are all ignorant fucks who can't speak proper English or don't even know English. They don't even give you time to respond on an order completion. I've dined inside and it was fine, however it was dirty around me on most occasions. But 99% of the time I eat there, MY MEAL IS ALWAYS INCORRECT! Always! It's ridiculous! I found out it's an ongoing problem; especially at this store. The fries are always pre sorted and they are a hot or miss. They are really good or really bad, which is really annoying. The sandwich is the same, sometimes they put fresh dripping meat on the bun and it makes it soggy, which is disgusting. Most of the times the sandwich is just plain incorrect. I've had to call corporate about the poor customer service I've had with employees and several managers at this location; as well as the constant issue of my order being messed up (which is very inconvenient in drive-thru). I'm telling you, go to the next McDonald's. The employees here hate their job and are idiots.","['1.0', '1.0', '0.6667', 0, '1.0', 0, 0, 0]"
"Nothing Special besides the decor of ""chinese culture"" here. The wait is horrendous during lunch time 12-1pm. I usually go around 1pm+. They will usually not honor coupons that are completely free. For example: Free Coffee, without any OTHER purchase. They will just say we don't have coffee or they will post a poster in English and sometimes chinese that they will not honor these coupons. There are people that sleep in McDonalds very often that are bums or people waiting for the buses for the Casinos. I am usually here to leave my workplace to release some stress. I do not know why some people posted pictures of OTHER foods for this McDonalds... The Cashiers and Workers are meanest around rush hour time so yeah. The Wifi is SLOW.... as hell They have a special with 2 Big Macs or Fish Filet for $5. Bathrooms are OUT OF ORDER almost 60% of the time.","['1.0', '0.6607', 0, '0.6607', 0, 0, '0.6607', 0]"
"I'm not a huge mcds lover, but I've been to better ones. This is by far the worst one I've ever been too! It's filthy inside and if you get drive through they completely screw up your order every time! The staff is terribly unfriendly and nobody seems to care.","['1.0', '0.6667', '0.6667', 0, 0, 0, 0, 0]"
"My impression of this place is still that it should probably be razed to the ground. They only sell 'bottled water' at this McDonald's, even though the area in front of the building is the site of known and newsworthy episodes of ""WILDING"", with about 200 teenagers trying to cause trouble out front. ξNot only do they have terrible security guards, tons of unruly teens and others, but they can't even accommodate a customer by doing something so simple as selling and providing a cup of water with ice in it, even though they can make an iced coffee. ξPullleeezzzeee...They ought to hire a private special ops security force to stand out front so that the 5 policemen who seem to be permanently stationed there can spend their time other places too.","[0, 0, 0, 0, 0, '1', 0, 0]"
"Honestly my first time here I have been to many McDonald's but these workers have the worst customer service ever , Fernando was taking my order and he gave me an attitude cause I kept changing my mind on service like its his job to keep patient and have excellent work ethics and he called his co worker and was calling me and my friend ""niggas"" while they where talking behind our back I wouldn't recommend this place it's absurd. I also saw how they treated the other guest with out kindness even the manager. As you notice I only gave one star","['1', 0, 0, 0, 0, 0, 0, 0]"
"This location is really close to where i live and we go here all the time. Poor food quality at night. You would think that the food would be fresher at night because of the slower business. I ordered a filet of fish a few times from here and I recieved a stale fish sandwich. and \ the fish look and felt so stale like it was thrown away earlier in the day and dug out the trash and put on a bun. My friend had gotten a double cheese burger and when she bit into and look at it as a piece of mop string in her burger. THAT IS DISGUSTING. We took it back got a fresh burger and fo a gift i guess they gave us free stale pies. lol ""Gotta Love It""","[0, 0, 0, 0, '1', 0, 0, 0]"
"Worst McD's in the entire state of Ohio. Never go here unless you want your order fucked up. Don't they have idiot proof ordering systems in there? I see them beeping and whirring away. Yet any time you come here, you don't get the right food. I should know better. Check the bag. There you go McDonald's, a new slogan for ya. CHECK THE BAG, BITCH. It's my fault for coming here. Oy vey, what a festering shithole of incompetence. I hope none of these people reproduce.","[0, '1', 0, 0, 0, 0, 0, 0]"
"The District Manager now has managers that do not speak English, at all ( Maria). ξOrdering there is close to impossible, for those that don't speak spanish ( you know the new USM Oficial language) MAJOR FAIL as a D/M. It is a shame that they feel we need to loose our identity. If anyone knows someone high up in the McNasty corp, please direct them to this review and ask them to contact me thru yelp. PLEASEI through course of at least a year, the ONLY thing i have seen, is they at least know about a double hamburger key on the register. THAT'S IT!!!.He wouldn't have a job if he worked for me, back in the day. I never had someone post that I was an epic failure..... in Juan's case, if the shoe fits.....YOU'RE A FAILURE","['1', 0, 0, 0, 0, 0, 0, 0]"
"This location is about average as far as McDonald's goes. ξTheir playground tends to be closed often, due to broken equipment (or most recently, broken doors leading to the playground), so if you're planning on taking a group of young children you might want to check ahead of time to make sure the playground is available. ξI do like the fact that it's one of the few in the area that still have an outdoor playground, but the lack of cover for outdoor tables makes eating outdoors rather unpleasant. ξAll in all, it's okay, and the convenient location in the neighborhood makes it a regular stop. ξUnfortunately, some of the employees are more interested in chatting with one another than serving customers, and if you have a group of people paying separately but eating together there is an annoying tendency to refuse to take your orders at the same time - meaning the first person's food is cold by ξthe time the last person is served.Edit: ξI ate at Spicy McChicken Sandwich from the Value Menu around 8pm on 5/17/09 and within hours was doubled over with food poisoning. ξI can't say that it came from the sandwich, or course, but I can provide this information and let others draw their own logical conclusions.","[0, 0, '0.6842', 0, '0.6842', 0, 0, 0]"
"My mom and I went here for sodas around the night I moved back, they tasted normal. My husband and I got sodas this morning and I cant even describe how awful they tasted! We promptly threw them out and went somewhere else. On top of that the panhandlers and drug addicts asking for money (both times) is ridiculous. Plus, we could barely understand the lady talking through the order box in the drive through.Don't go here!","[0, 0, 0, 0, '0.6564', '0.69', 0, 0]"
Your typical mcds.They will mess up your order There's ξa real dollar menuGet the buffalo ranch mchicken mmmmm,"[0, '1', 0, 0, 0, 0, 0, 0]"
"The ice cream machine is always ""down"" after 11 p.m. If you want a hot fudge sundae, don't even bother.","[0, 0, 0, 0, 0, 0, '0.7084', 0]"
"They have a major fly infestation which made me have to leave and eat in my car. They took forever taking my order, twice as long giving me my order, and I had to swat flies away from me the entire time I sat inside. I got fed up when a fly landed ON MY EAR and I had to stifle vomit.","[0, 0, '1.0', '1.0', 0, 0, 0, 0]"
"How hard is it to put an order together. Geesh! Can't even follow a simple request, I asked for BBQ sauce and ketchup. Are they that stingy or is the girl just stupid. ξPlus they forgot to include the mcdouble that came with my order. Terrible service.","['0.6784', '1.0', 0, 0, 0, 0, 0, 0]"
The worst McDonalds ever. Complete chaos. The prices are higher than the average and they don't have all of the regular items like lattes or fraps. The staff seems to be uninterested in taking or completing your order. It is as if they are aware that you are pretty much at their mercy.,"[0, 0, 0, 0, 0, 0, '0.6761', '1.0']"
"I agree with most reviewers on this one. Staff is always rude and annoyed that you're there!!1 I travel weekly to Atlanta Hartsfield Airport and this McDonald's never has fresh hot coffee at 4:30/5:00 AM. Always have to wait while they brew coffee, WTH!!","['1.0', 0, 0, 0, '0.6216', 0, 0, 0]"
"ASK FOR CONDIMENTS, STRAWS AND NAPKINS!!!!On Sunday mornings the drive-thru line is extremely long and the inside looks to be completely packed. If my mom didn't ask to go here for breakfast as we were driving by I would have left. We ordered 2 breakfast deluxe, 2 coffees and an orange juice through the drive-thru, Good thing my moms friend asked for ketchup, 'cause in the bag there wasn't any syrup, butter, or jelly for them to eat their pancakes with!! I also didn't get a straw for my orange juice. Ohh, and there weren't any napkins in the bag either... Surprisingly they didn't forget the forks. We were in a hurry and going back to ask for what we expected in our bag would have been a waste of time!","[0, '1.0', 0, '0.6818', 0, 0, 0, 0]"
"This McDonalds is absolutely awful. ξIt always seems like it is never open, its not open 24 hours like most locations, and the service is very horrible and slow. ξThe line is always long and as said, the place is so slow. ξTheir quality for a bacon egg and cheese biscuit is very low. ξThe best location is Pecos and Bonanza. ξThis one Valle Verde and Paseo Verde is the worst.","['1.0', 0, 0, '1.0', '1.0', 0, 0, 0]"
"No, just no. I understand that the food I order will never ever come out like it looks in the picture, but gadaam, don't mean you gotta give me burnt buns on both my mcdoubles. Women, I told you no pickles.. and what did I get?? Probably the largest slices in the bunch. Now I get it's ξmorning... your tired.. well I'm tired too! When I say good morning at the window I expect some kinda of acknowledgement.","['0.6786', 0, 0, 0, '1.0', 0, 0, 0]"
Not as good as other locations. ξPrices are higher just because it is in the mall. ξThey also do not have a value menu. ξThe food is the same. ξThe staff are not as friendly.,"['0.6966', 0, 0, 0, 0, 0, 0, '1.0']"
"If you like unhappy and rude customer service, this is the place. @1:30am its taking 17 minutes at the drive thru for 1 order of 20 piece mcnuggets. Terrible. Not coming back.","['1.0', 0, 0, '0.7308', 0, 0, 0, 0]"
This Mcdonalds is not only in the business of making crappy food and providing even crappier service watch out for the racket they have in the parking lot . If your not careful reading the sign at the the front of the entrance it is going to cost you $195.00 in parking fees. went in to to ask the management they just blew me off. lucky they are in vegas where they dont count on repeat businesssss.,"['1.0', 0, 0, 0, '0.7128', 0, 0, 0]"
"BEWARE!!!!! This Mcdonalds tows vehicles like nobody's business. Major scam going on at this location!!!' My friends ALMOST got their car towed and THEY WERE EATING THERE!!!! They ran out as the ass hole tow guy was lifting it. Would not put it down even after we my friends said they were customers here. They haven't eve finished their lunch yet!!!! The ass tow guy wanted $200 CASH or he was towing it!!! Well, they paid but after getting home they contacted corporate and got their money back!!! ξMCDONALDS...YOU NEED TO RETHINK WHO YOU HIRE AS YOUR TOW COMPANY. Franchise owner of this Mcdonalds.... you suck for letting this happen and pretending you don't know what's going on. You hired this tow company!!!!!! THEY ARE SCAMMING INNOCENT CUSTOMERS BIG TIME. ****Anyone having their vehicle towed wrongly, needs to contact mcdonalds corporate and get their money back! ****","[0, 0, 0, 0, 0, '0.6923', 0, 0]"
"At this point, McDonald's is McDonald's. ξThey are the same restaurant after restaurant, but every now and then you get the 'special' ones with the playground for the kids or the fake me out 'Starbuck's Looking Caf��', or the 2-lane drive thru. ξThis one has the latter. But don't think that means you are going to get better service. ξSince I work down the street (and I obviously am not dieting), I have been to this location a number of times in the past month. ξI generally get there around 12:30PM to beat all the construction workers, who are working across the street. ξI was surprised to see the two-lane drive thru when I pulled up, but on two occasions this was a epic fail. I sat there wondering why thee outside lane was moving and the server at my lane kept telling me to hold on! ξI was so frustrated I just decided to pull-up to the first window. I explained that I was NOT happy (and hungry)! The manager happened to be there and immediately got to the bottom if it. The server apologized and immediately took order. So why the one star? Because this happened twice AND the give you a 1-minute timer between windows to see of you get served within 60-seconds or you get a free sandwich. They never make it under 60 seconds and I have racked up 5 free sandwiches in a month. I've shared them with my co-workers, so at least someone is happy.","['0.6562', 0, 0, '1.0', 0, 0, 0, 0]"
"So it's fast food and McDonalds at that. ξSo let's say expectations are very, very low. Sometimes though you just want food that's fast and you know what to expect. Not every meal can be a 5 star dinner with an executive chef.Even with appropriate low expectations, this location takes the cake for subpar service. ξAbout a week ago I was exhausted and needed something to eat and there are few fast food restaurants near where I live. So off to McDonalds I went. ξOrdered a value meal and a single apple pie. ξSurprise...no pie! ξOk, mistakes happen. I've worked drive through in a previous life and I get it. ξEven though it was 10 pm and I was the only car there, so it's not like they were rushed. ξStill...mistakes happen.Fast forward to tonight. ξAgain about 10 pm and exhausted and decide to go crazy and get McD's twice in 1 week. ξSo I try again to order an apple pie with my value meal. ξNow, maybe this is my fault, because I should have checked the bag before driving off. ξBut after sitting at the window and waiting for 5 minutes (and remember, I was really tired), silly me thought they'd be able to get it straight this time.Turns out I was wrong. ξYet again...no pie. ξBoth times (within a week of each other) I paid for them. ξNeither time they felt it necessary to put it in the actual bag.So I called to talk to the manager. ξAnd get hung up on as soon as I ask for the manager. ξSo I called back, the manager actually answered and I told him what happened. ξHe didn't sound too displeased, just told me ""next time we'll get your order right.""Yeah, if there IS a next time.","[0, '0.6909', 0, '0.6545', 0, 0, 0, 0]"
"A nice central McDonald's with ample fountain drink dispensers for the visitors. Be aware of your surroundings here, it attracts a few transient people. The WiFi provided by AT&T sometimes works, just like their cellular reception, so no surprise there. I'm a frequent visitor here to grab drinks & work before visiting hotels. There are quite a few power plugs for laptops inside of the building.","[0, 0, 0, 0, 0, '1', 0, 0]"
The food ξis up to par with other McDonald's but the afternoon staff is young and inexperienced. They are not very attentive and don't really care about good customer service.Mediocre spot.,"['0.6978', 0, 0, 0, 0, 0, 0, 0]"
"Consistently horrible service. Shake & cafe machines are seemingly always ""down"". Drive thru is excruciatingly slow & the employees are exceptionally chatty - with each other as opposed to helping us customers. I'm still perplexed as to why I have to ask for a receipt with my transaction. Shame on this location.","['1.0', 0, 0, '1.0', 0, 0, 0, 0]"
Worst customer service at thus location..the cashier Vera not polite no smile no thank you no have a nice day..manager same thing,"['1', 0, 0, 0, 0, 0, 0, 0]"
This is a lousy McDonalds. So slow. So surly. Once you finally get the food it doesn't even seem to matter anymore.,"['0.6562', 0, 0, '1.0', 0, 0, 0, 0]"
"This location is hit or miss, its usually ok. But 2 occasions made me not want to come back. The first was when the McWrap came out, I ordered a grilled chicken and bacon mcwrap with no garlic sauce. When I got it, it had sauce. No big deal, I walked back up, explained what happened, and asked if I could have another without sauce. I didnt ask to replace mine, as I decided to give that one to a friend, and I just ordered a new one. A couple minutes later, I got it without sauce, but they also left out the bacon! So I had to go back to the counter, they gave me some bacon to put in but how hard is it to make these things? My second experience that i'd rather forget was when I ordered a grilled chicken chipotle snack wrap. Snack wraps are small as it is, but this one seemed to be folded in half of what is the normal size. I went and asked why it was so small and the guy got a manager who told me the chicken is weighed and it was fine. I have never had a snack wrap like that before or since. I wouldnt care if they had replaced it or gave me more chicken, but the fact that they stood behind it is why i'll never go back there unless I absolutely have to. I pretty much ate it with one bite,","[0, '1.0', 0, 0, '0.6471', 0, 0, 0]"
"I am going to be a ξconnoisseur of everything McDonald's very soon! ξI didn't realize how many I have been too until they kept popping up in my feed!Okay, that's not why you came to this review to read me ramble on about nothing!Now, this McDonald's is clean and although there is sometimes a language barrier when I go I still go back because the food is always fresh and hot!The last time I went though they ran out of Canadian bacon for the egg McMuffin which was on sale buy one get one free and instead of allowing me to get another sandwich in its place I was just told I had to order something else.I thought that was wrong since they are the one that couldn't keep up with demand!Other than that I have no complaints and I have never had a problem with this McDonald'sI noticed all the other review were from years past so as a customer that comes to this one a lot...This McDonald's is A-Ok for me!","[0, 0, 0, 0, 0, 0, '0.6579', 0]"
"This is not a family-friendly location. There's ALWAYS a crowd of undesirables hanging outside, and even inside. The police are always circling around, sometimes 2-3 police cars at once. I also witnessed an older gentleman pick up who I believe to have been a prostitute. He pulled up shortly after I did. I sat in the car for a while handling business on the phone. He stayed in his car. After a while, a young man exited with a woman dressed ""differently"" and watched her walk over to his car. They drove away together. I decided it was time to go...","[0, 0, 0, 0, 0, '1', 0, 0]"
"I don't care if the owner is my next neighbor or he lives in Malaysia, if you can't consistently give people what they ordered, you suck.I've been here about 5 times. ξOnce - I think - my order was correct. ξOn the other times, we're not talking about forgetting the napkins. ξOh no, we're talking about gross deficiencies in cooking/prep or we're talking about forgetting a cheeseburger or (as happened to me yesterday) leaving out an entire pack of chicken nuggets and the sauce. ξI understand screwing up every now and then, but enough times to be a theme? ξI'd rather the place be run by cold fascists and get my order right.I live a few blocks away, but have no plans to go back. ξThere's other McD's around, and the cost of the gas to drive there will be made up by the increased chance that I'll actually get the crap food I paid for.","[0, '1', 0, 0, 0, 0, 0, 0]"
"Place is very nice since the reconstruction. Daytime workers are friendly and drive through is fast. But evening workers are ghetto women w/ attitude and drive through is slow. One time they told me to pull forward and i ask where? They said just park anywhere. After waiting 10mins i walked in and a worker was yelling ""I dont know who's food this is"" i asked and it was my order. If i didnt go in, who knows how much longer i'd have to be waiting. And so i get home and find out some of my nuggets were stale! WTF!!!","['0.6988', 0, 0, '0.6988', 0, 0, 0, 0]"
"I asked for coffee with milk, and the lively manager on duty (there's no other word to describe him) actually handed me a separate cup of lovingly steamed milk. ξNow *that's* service. ξThere are also plugs by several seats if you need to drop by and charge a phone, etc..","[0, '0.6945', 0, 0, 0, 0, 0, 0]"
So disgusting...they put their fingers in my drink and they got mad at me because I asked for my cup,"['1', 0, 0, 0, 0, 0, 0, 0]"
"They can't get the orders right. ξI always have to double check my bag before leaving the drive thru. They're open late, but they have no lights on at night. Poor service. I'd rather go to Sonic's down the street. ξThis Mc Donald's needs improvement. ξBad","['1.0', '1.0', 0, 0, 0, 0, 0, 0]"
"I have to say, this McDonald's sucks. Don't get me wrong, I love McDonald's... But this particular location has some of the worst employees in fast food.","['1', 0, 0, 0, 0, 0, 0, 0]"
"I've been to this McDonald's several times since it's near work. ξI tend to think only people who have had bad experiences will take the time to write a review, which I don't think reflects very well. ξFor how many people they serve at lunch (from Lane Tech students to nearby workers to families), I think they've done a pretty consistent job at being quick and having the food taste good (for McDonald's standards).On the downside, drive-through ordering has a bit of an awkward setup (especially if you want to head left after you leave). ξThey also tend not to accept a lot of promotional coupons. ξThe quality of the food dips a bit after lunch.","[0, 0, 0, 0, '0.6771', 0, 0, 0]"
"The last time I went here, the dining area was literally infested with flies. Flies everywhere. I could barely fill my soda cup because I was so mortified by the swarm of flies that were surrounding me. It was gross and I've never been so terrified in a McDonald's.","[0, 0, '1', 0, 0, 0, 0, 0]"
"When it's busy they shouldn't be using only 1 register, other than that they have an okay customer service.","[0, 0, 0, '0.6585', 0, 0, 0, 0]"
"I like McDonald's every once in awhile. There. I said it. Never come to this McDonald's if you're hungry, in a good mood, or expect to be met with kindness. Our order was simple, but we had to repeat it multiple times in response to ""Whaaa?"" coming from the order box. Then, when the voice from the box repeated our order, it was wrong! Then, when we went to the pay window, they asked if our order was correct and it absolutely wasn't! Then, when we went to the food window, we asked for ketchup and were told it was in the bag. We dug in, found no ketchup but a TON of salt packets. Luckily, my boyfriend is a ketchup hoarder, so we had a bunch of little packets on hand. Overall, the debacle started off comically difficult and ended up disappointing and a bit enraging. Mostly, I was mad because we were lied to! The ketchup was a lie!! Now, I can't lie. I'll probably be back, because my expectations for McD's aren't too high and I like french fries.","[0, '1', 0, 0, 0, 0, 0, 0]"
"I order a hot chocolat, it's just warm water with a little bit of chocolat. And the cashier not nice !","['0.6799', 0, 0, 0, '1.0', 0, 0, 0]"
Don't be fooled... not a great part of town. Lazy employees. Unsanitary restrooms and play area. Do not recommend this location at all! Got very sick after eating here.,"['1', 0, 0, 0, 0, 0, 0, 0]"
"Your better off eating in the restaurant, as long as you don't see the counter cause just that alone will get you sick! ξThe drive thru 9 out of 10 times always forgets something on your order.","[0, '1', 0, 0, 0, 0, 0, 0]"
"I would safely guess that this is a franchise and if the owner reads reviews, you need to re train or fire your current staff. We NEVER eat fast food for a variety of reasons. The off chance we stopped by and the ONLY time, the order was unacceptable. We asked for ""freshly"" made items and instead got the leftovers of stale food. We asked specifically for certain items to be left off the meal, to which our request was ignored. We paid over $10 for a meal that no one ate. While attempting to give your location employee feed back, they couldn't be bothered. Clearly my phone call was interfering with their priorities, and their lack of concern only impacts your bottom line. We would NEVER go back.Edited to ADD: When you are told to wait so they can ""COOK"" your food to make sure it's newly made and fresh, they should be able to stand by their word. I was LIED to, and while i waited an additional few moments, clearly my meal was not freshly made. It was STALE and OLD. I realize this is fast food, but the one time I go and request to have food made specifically so I can eat it, they ignore my request, lie to me, and then proceed to charge me for food that wasn't edible. Thank goodness I am a healthy eater, lesson learned.","['0.7', '0.65', 0, 0, '1.0', 0, 0, 0]"
"I got the premium chicken sandwiches. For five dollars each. The size was anything but premium. The buns were small to begin with but the meat was 30% smaller than the bun. ξI guess I'll be getting my premium sandwiches somewhere else from now on. The taste and texture was very good and the service was not bad either. If you want to eat a good burger go to Five Guys. Five Guys tastes better and you get a bigger bang for your buck. You need to step up your game McDonald's, otherwise Five Guys is going to be on every corner which I don't mind.","[0, 0, 0, 0, '0.6706', 0, 0, 0]"
The service is bad the manager need More speriance on costumer service:((((Im very disappoints from the bigins to knowGoin bad,"['1', 0, 0, 0, 0, 0, 0, 0]"
"My Wife and I have been to this McDonalds about 10 times since the rebuild. There is a whole new staff of people working there. In the 10 visits we have yet to get a complete order. I went inside the restaurant this evening in hopes of eliminating the issue we had been having. I ordered 2 quarter pounders, 2 apple pies and 1 hamburger. I was given my order to go, missing the 2 apple pies and hamburger. Beware if you go to this McDonalds and check your order.","[0, '1', 0, 0, 0, 0, 0, 0]"
