,tag,tag_conf,city,review,RudeService,OrderProblem,Filthy,SlowService,BadFood,ScaryMcDs,MissingFood,Cost,na,BinaryLabel,topic,Most_Likely_Topic,Most_Likely_Topic_Names
540,['RudeService'],['1'],Portland,one bad rude mcdonalds seen go drive thru friday may pull receive unfriendly greet ever good morning get anything like seriously hello monotone voice ever lady need drink coffee something order said yikes pull second window food guy hand bag say thank close window thank even single word mouth one behind like busy mean know drive thru mean polite offer friendly service,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000,1,2,drive thru window
541,['BadFood'],['0.6909'],Portland,screw ice cream come education,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00001000,11,10,coffee burn ice
542,['RudeService'],['1'],Chicago,big fan mc donalds however young ladies register unprofessional untrained promotion buy one quater pounder get one free review lose upon entire staff monday happen tuesday tell everyone know large twitter follower huge facebook following,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000,5,7,one north avenue
543,"['RudeService', 'Filthy', 'SlowService']","['1.0', '0.7179', '0.641']",Chicago,way local brewery far decide grab bite eat beforehand pull drive get seem like unnecessary risk wait finally get menu order taker inform us accept cash moment driver decide exit line insist get meal risk life limb get man dinner agree reviewers place less satisfactory cashier even slight bite delightful order experience restaurant look clean employees argue something loudly make bite uncomfortable anyway get food get asap back unless last place earth get food,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10110000,12,5,get right work
544,['RudeService'],['1'],Chicago,swear service mcdonalds good like stop mcdonald location cause absolutely hate theirservice girlfriend hungry work insist westop get bite eat go big mistake speak seem like attitude dont even greetyou good customer service huff puff rush take order order wing girlfriend say gonna minute wait pay serious cant start orderright away place cars front waiteven longer say thank order something else therewe hear another deep breathe im take long place order place order stand line cars still front us wait patiently wait car move cars behind us leave line decide go mcdonald cicero great customer service everything menu available dont wait food mcdonald w roosevelt bad place anyone go food leave today cashier window look way course stop tell go write review yelp laugh say yeah okay boo unbelievable dont understand people still job please tell mcdonald allow employees play loud music work place ghetto seriously dont recommend anyone stop location rather starve eat food place really hope bring new employees good customer service speak proper english know clean dont dress ghetto,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000,7,3,wait minutes line
545,"['RudeService', 'BadFood']","['1.0', '1.0']",Chicago,quite possibly bad mcdonalds planet absolutely vile disgusting food service alike,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10001000,1,11,service bad customer
546,['RudeService'],['0.6706'],Chicago,horrible go,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000,13,6,go time back
547,"['ScaryMcDs', 'SlowService', 'RudeService', 'Filthy']","['1.0', '0.6766', '0.6766', '0.6766']",Chicago,stop location boyfriend early even grab bite eat stop pick things apartment one ghetto mcd see pretty bad places place take cake term filth vagrancy place seem location people loiter around people beg change try order food wait fiance food come guy behind counter bang hand say help next customer really think get someone attention bang hand counter like ignorant fool professional standards would want eat place folks stand outside try sell stuff one guy beg change allegedly fee baby sister typical sit lie want someone give money fee whatever habit try hide restaurant situate one ghetto neighborhoods west side say standards go really care would keep restaurant clean inside outside glad see inside bathroom ghetto mcdonalds bathrooms wouldnt exactly look like maintain well either wouldnt bother eat unless want harass goofy hoodrats crack fiends look someone give change think least mcdonalds locations staff look like pluck ghetto garden mcdonalds seem employ hoodrats ghetto snots work particular location get much good service elsewhere place come want serve someone properly wear hairnet length hairstyle doesnt look like hoodrat multi color dragon lady tip mile long,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,10110100,0,9,place like would
548,"['Filthy', 'SlowService', 'RudeService']","['1.0', '0.6786', '0.6786']",Chicago,filthy putrid smell restroom everything crumb spill coffee tables floor look like sweep mop week want get cheat meal work appointments food take unreasonably long communication wonder people train girl seem know sail ship walk outside smoke cigarette franchisee sell location someone run,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10110000,8,10,coffee burn ice
549,['OrderProblem'],['1'],Chicago,use work hillside mcdonalds would sometimes work stopgap measure early morning breakfast leave house without one yes yes unhealthy sometimes want extra wink sleep two year half span work area hit drive thru perhaps dozen times twelve visits half issue order issue remember small size smoothie pay include ketchup requested include hot sauce requested include napkins request yes people eat cars give someone else orderthose issue remembered probably others never actually go inside complain pit stop right open business morning chance get order right seem poor listen skills hope management take note want good sit breakfast lunch try jk restaurant two block east wolf saint charles get much good service provide time sit enjoy,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01000000,13,5,get right work
550,['SlowService'],['1'],Chicago,last time come long wait people come serve first drive thru every time mainly drive thru business miss use come mcdonald least use mcdonald ever dysfunctional one double drive thru leave twice without order take wait drive thru someone take order take cars order first even first get first time let slip know opened second time left third leave,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,00010000,12,2,drive thru window
551,['OrderProblem'],['0.6839'],Chicago,bad mcdonalds around fill fry half way teach complain numerous time managers always say sorry talk employees wait kid grow place go back request fry fill top check bag pull away,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01000000,4,6,go time back
552,"['RudeService', 'SlowService']","['1.0', '0.6667']",Chicago,option negative rating place would get bad mcdonalds experience bad fast food experience ever point drive thru line mins take order credit card tell would another mins cars behind give order tell go window give mine register working person behind drive right order wait order one even tell total window friendly workers work drive thru new mcdonalds need get advice locations run business hire new staff,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10010000,15,2,drive thru window
553,['ScaryMcDs'],['1'],Chicago,problems service problem shady character hang around hate place probably gonna give star service receive especially manager people come sell stuff hang around yell one another annoying,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,00000100,14,11,service bad customer
554,['SlowService'],['1'],Chicago,far bad mcdonalds ever since live close want give chance service extremely slow last time went son hairs burger disgusting go regret,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,00010000,7,11,service bad customer
555,['BadFood'],['1'],Chicago,reason give mcdonald star instead young lady behind counter great customer service skills although lot people line seem system get line pretty quickly charge sausage egg mcmuffin list give difference back even though say sandwich suppose would go back mcdonald volunteer event seniors day choice choke hard crisp eggs burn muffin dry sausage understand quality control go many fast food restaurants like value menu dollar menu serve food fresh hot even area unless get coffee would go back mcdonald sad,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00001000,5,1,mcdonald people time
556,"['BadFood', 'OrderProblem']","['1.0', '0.6667']",Chicago,order premium crispy chicken club sandwich however arrive home eat meal premium crispy chicken club sandwich bacon cheese put way much mayo sandwich sandwich look eatable actually look disgusting fry cold throw bag shock would send something sort customer usually eat fast food however visit location ever,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,01001000,7,4,food fast time
557,"['SlowService', 'ScaryMcDs', 'BadFood']","['1.0', '0.6668', '0.6668']",Chicago,mcdonald rarely go food dry service slow get oatmeal sausage buscuit good dry type place forget ask jelly butter ketup try hurry get crowd many people hang like peddlers drunks crack heads dont ever lose anything like wallet phone bc long go matter seconds,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,00011100,12,5,get right work
558,['OrderProblem'],['0.6714'],Chicago,solicit panhandler four time wait pay cashier food place order person stand uncomfortably close pull money pay meal cashier observe happen say nothing manager watch person ask everyone line money solicit enter restaurant inside restaurant clerk get order correct require revisit line crew seem indifferent untrained place clean mcdonald corporate investigate place give mcdonald bad name would avoid mcdonalds,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01000000,8,1,mcdonald people time
559,['RudeService'],['1'],Chicago,good coffee terrible awful rude staff give roll pennies change girl busy visit friends try get coin exchange dollar bill,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000,2,10,coffee burn ice
560,['BadFood'],['1'],Chicago,mcdonald one disgust ever know keep go back drive thru guess deep want get better keep get disappointed get mcrib days ago make decision never return location bread taste old meat vile aftertaste dis gus ting,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00001000,15,5,get right work
561,"['SlowService', 'OrderProblem', 'Filthy']","['1.0', '0.7125', '0.7125']",Chicago,place mess could give zero star would every time go wait line morning mid day lunch night matter floor always filthy usually weird funky smell however close work sometimes get desperate two weeks ago go drive co worker ice coffees order pay pull last window inform ice point understand want coffees week late wait line forever icecream tell shake icecream even big mcdonalds person would think ice shake icecream would things could manage screw guess,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,01110000,14,3,wait minutes line
562,['RudeService'],['1'],Chicago,bad service ever avoid place,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000,10,11,service bad customer
563,['SlowService'],['0.7255'],Chicago,bad mcdonalds ever boyfriend go drive order food tell pull past window wait order school let teens walk park lot fight right next car finally minutes boyfriend get car piss go inside notice doors locked finally security come door order horrible,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,00010000,8,0,order time wrong
564,"['RudeService', 'BadFood']","['1.0', '0.6706']",Chicago,really need zero stars terrible customer service terrible cooks ghetto ass managers need say,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10001000,0,11,service bad customer
565,"['SlowService', 'OrderProblem', 'Cost', 'na', 'ScaryMcDs', 'RudeService', 'MissingFood', 'Filthy', 'BadFood']","['1.0', '1.0', '1.0', '0.6717', '0.6717', '0.6717', '0.6717', '0.6717', '0.6717']",Chicago,hate mcdonald always sooooooo crowded drive thru mess always fill glass full ice feel like price high mickey dunno maybe stop pinch ball game starving tire ball park food,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11111111,9,2,drive thru window
566,['Cost'],['0.6471'],Chicago,mcdonalds get star open night sometimes crave chicknuggets need grab double cheeseburgers maxwell st depot polish craving kudos close open hour mcds however come take notice giant cpd hq build block west place anything go hurry refuge safety follow rant specific location mcds general hell friggin mcdouble replace double cheeseburger mcdouble fancy way say jack yo cheeze foo double cheeseburger slice cheese tiny slice cheese enough satisfy cheeseburger craving guess poor dolla menunaire cuz long afford double cheeseburger get mcdouble,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,00000001,0,5,get right work
567,"['Filthy', 'RudeService']","['1.0', '0.6754']",Chicago,avoid place worth live block away long tempt go french fry fix place smell like sewer workers clueless rude food taste last time go order stand counter side wait simple mcdouble fries wait long time watch people behind get food yes forget simple order even though stand right everyone decide someone else problem wait time fully appreciate workers incompetence customer customer would ask certain type soda inform one seem know go mcdonalds north mlk neighborhood clean,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10100000,7,3,wait minutes line
568,"['SlowService', 'RudeService']","['1.0', '1.0']",Chicago,let say never bad experience mcdonalds mcdonalds worst walk slow time horrible say good morning girl register get confuse almost upset look start order tell hold decide take care another person forget attitudes seem miserable would happy job seem bothered swear act vulgar come,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10010000,8,12,mcdonalds time always
569,"['SlowService', 'MissingFood']","['1.0', '0.6706']",Chicago,people mostly nice location service slow ever see golden arches drive thru always packed less busy take forever get food finally get food usual mcdonald fare issue often ice cream drag hot summer day crave possible go mcdonald little farther north king drive,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,00010010,7,1,mcdonald people time
570,"['SlowService', 'RudeService']","['1.0', '1.0']",Chicago,huge fan mcdonalds general eat mcdonalds month mcdonalds one bad service inside slow manager help run cash register another employee keep allow people jump line look rest us look mind decide go drive instead hop fast service get speaker employee ask want help anything semi customer service oriented decide order anyway daughter really excite fries otherwise would leave point place order pull pay tell us one amount end give change another amount however happen check pull next window pull get order window employee ask us ordered item two could make sure next order want know everything ordered sure issue relay information window especially computers window employee nice even wish us good day order right fry hot upon look receipt cashier give correct change say wrong amount come ordering really bother walk restaurant breakfast menu even though say serve breakfast anymore inside breakfast menu tell others serve anymore drive thru ask case really want sausage biscuit say serve breakfast big problem breakfast menus lunch menus would know exactly want get end get basics fries hamburger drink number meals memorized swear different mcdonalds overall service slow employees rude busy visit right lunch rush would avoid mcdonalds,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10010000,2,13,window us say
571,['OrderProblem'],['1'],Chicago,mcdonalds need elaborate look witty review bad mcdonalds freshness foodwise however would say time order wrong dont order complicate things standard items minus pickle ad mayo time tell unwanted item scrap probably bad idea someone indeed allergic something whatever,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01000000,3,12,mcdonalds time always
572,['OrderProblem'],['1'],Chicago,place get order correct save livessave headache find another mcdonald,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01000000,13,1,mcdonald people time
573,"['RudeService', 'BadFood']","['0.6588', '0.6588']",Chicago,expectations mcdonalds general pretty low one lower bar yet another notch drove pm sat feb ordered quarter pounder cheese bottle water never customize increase probability mistakes burger fine fries cold rubbery guess fry sit time begin put em bag wait burger drive away discover cold fries feel like turn around go back worst part might guy hand food window without greeting without thank without word knowing serve crappy cold fries part really piss would never accept kind service one employees disappoint usual learn,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10001000,13,7,one north avenue
574,['ScaryMcDs'],['0.7316'],Chicago,want mom time like regular mcdonald cook food keep move hate lot seat sit issue honest opinion,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,00000100,7,1,mcdonald people time
575,['OrderProblem'],['0.6322'],Chicago,burn coffee guy burn coffee first time ever order coffee burn usually go starbucks right across street usually burn coffee attempt try establishment guy advertise coffee much sort media implicate good coffee burned give tender receive burn coffee last time visit buy burn coffee burn coffee burn p dear cashier lady know one physically burn coffee early comment apply ask twice chorizo sausage burrito would overlook mean hope enter starbucks one day coffee burned,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01000000,1,10,coffee burn ice
576,['OrderProblem'],['1'],Chicago,bad service drive throughevery time take food miss something give different orderactually like location stop take food review star much,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01000000,3,4,food fast time
577,['ScaryMcDs'],['1'],Chicago,take life hand location remodeled alternate homeless hangout gang hideout two two security people patrolling least feel safe quick bite late even backpack snatch start,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,00000100,9,8,take fry mcwrap
578,['RudeService'],['1'],Chicago,random time day say cash items sold want anything else cash turn away rude staff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000,14,13,window us say
579,['ScaryMcDs'],['0.6786'],Chicago,normally bother review place like mcdonalds hilariously awful felt duty share information fellow yelpers irony specific mcdonalds exceptionally nice one inside ultra modern great little outdoor garden seats never see mcdonalds like unfortunately absolute chaos inside reviewers said staff control turn free honestly think chicago pd need officer staff inside place since always lot sketchy things go surprise one stab shot even pass immediately know something place less strange character loiter outside pretty much day make weird comment strangers nothing short miracle people stab shoot make point walk past quickly possible make eye contact since people loiter front always give weird look act like want fight seriously place get bulldoze tomorrow morning think anyone would shed tear adjacent buildings property value would quadruple businesses like reason yelp need negative stars lol would photos make look like classy place,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,00000100,0,9,place like would
580,"['na', 'ScaryMcDs', 'BadFood']","['0.66', '0.66', '0.66']",Chicago,best location right red line station average mcdonald food,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,00001100,7,1,mcdonald people time
581,"['RudeService', 'ScaryMcDs']","['1.0', '0.6829']",Chicago,come late night order something absorb alcohol ingested manager clearly control staff friends whatever want pretty sure cashier make plan guy front hook shift person clean din room act though territory line chair people could sit cleaned except open hours could buy crack b hire prostitute c beat rob gunpoint would recommend visit establishment risk,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10000100,12,9,place like would
582,['ScaryMcDs'],['1'],Chicago,go mcdonalds much since dont work water tower anymore remodel twice remember still old homeless shelter go last night around dinner two guy din room even buy anything sit talk use swear word racist finish eat go use restroom open door bump homeless guy restroom use hand dry warm chicken wing get jewel like smh use security guard idk last night homless guy next us draw us pencil paper bad tbhall say eat go,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,00000100,7,6,go time back
583,"['ScaryMcDs', 'SlowService', 'RudeService']","['1.0', '0.6966', '0.6966']",Chicago,sorry right block work fortunately another mcdonald area make one starters people hang front restaurant look absolutely creepy depending time day night might seriously watch back avoid place secondly customer service place absolutely ridiculous times today order large coke easy ice ordered big macs fries none absolutely shock wait five minutes soft drink people come order actual food cooked get order staff members stand around chat non important things sorry one time irk wo go back try mcdonald mcclurg better,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,10010100,3,1,mcdonald people time
584,['OrderProblem'],['0.6725'],Chicago,rate mcdonald stars downtown mcdonald crossroads state chicago streets entrance subway one word describe mcdonald busy seem mcdonald market commuters exit subway drive chicago street giant arch hang subway exit chicago street result mcdonald busy even outside usually people hang include homeless mcdonald relatively large problem get table breathe room mcdonald busy employees overwork friendly side dwell fact forget order napkins knock half star mcdonald convenient relatively inexpensive whether one five stars convenience ample seat make flaws closing review two tips rush recommend cool rock roll mcdonald want great chicken nuggets waffle fries chick fil le couple doors,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01000000,15,1,mcdonald people time
585,['ScaryMcDs'],['1'],Chicago,impression place still probably raze ground sell bottled water mcdonald even though area front build site know newsworthy episodes wilding teenagers try cause trouble front terrible security guards tons unruly teens others even accommodate customer something simple sell provide cup water ice even though make ice coffee pullleeezzzeee ought hire private special ops security force stand front policemen seem permanently station spend time place,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,00000100,3,9,place like would
586,['ScaryMcDs'],['1'],Chicago,fast friendly service daughter enjoy hot cake brown really huge inside weird people blame place,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,00000100,4,9,place like would
587,['BadFood'],['1'],Chicago,bad mcdonald ever love mcdonald cheap bad food glory graduate student nearby loyola university come often grab lunch go quickly possible scurry door seek refuge classrooms devour goods first time order hamburger bun hard completely stale assume fluke continue frequent fine din establishment next time bad fry consistently lackluster flavorless hard taste old antithesis covet mcdonald french fry last time order hamburger last week bun mark literally look like black tire track run across length bun sure could possibly happened really curious okay place look cheap lunch city careful avoid questionable individuals loiter inside,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00001000,14,1,mcdonald people time
588,['BadFood'],['0.6852'],Chicago,old mickeyds use particular one chi ave exit red line stop time ever get peppermint mocha coffee hot coffee mean cold counted one person overwhelm cash register counted people stand line wait service count person make special coffee pass order pour regular coffee absolutely notta saw kitchen area mcdonalds heart chicago employees service horriblerecommendation go herepeppermint mocha coffee hot absolutely vile ghastly disgusting best thing free wi fidunkin donuts starbucks worry mcdonalds pose threat steal real coffee drinkers,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00001000,12,10,coffee burn ice
589,"['RudeService', 'OrderProblem']","['1.0', '1.0']",Chicago,always open ready provide terrible servicealso check food leave careful food go bagcount change short,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11000000,1,4,food fast time
590,['ScaryMcDs'],['1'],Chicago,tend quite bite sketchy worry cop post outside almost cup water bottles booooo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,00000100,7,8,take fry mcwrap
591,['SlowService'],['1'],Chicago,far bad mcdonald ever sure busy though busy could find seat yet mob people wait get food give wait til come get serviced kind fair people first get serve first buuuuuut order plain old cent ice cream cone need break think take least minutes get soft serve ice cream cone would take someone second pull ice cream soft serve cone would mob mob wait served call two ice cream con obviously people wait long frustrate leave care dollar throw cones pathetic people leave receive food pay entire time stand wait man yell us move left ugh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,00010000,5,3,wait minutes line
592,"['Filthy', 'ScaryMcDs']","['0.6792', '0.6604']",Chicago,currently go renovation great mean less creepers front restaurant sidewalks around restaurant disgusting open want quick cheap bite fine,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,00100100,4,6,go time back
593,['SlowService'],['1'],Chicago,second time leave get refund wait long food one sure staff work hard seem become jaded nothing fault one even management seem take ownership solve problems move customers quickly keep store control first seem half customers want ice cream smoothies end take lot order quickly get back logged good system place ordered go etc always seem pandemonium place order waited another man upset wait min still get fries wait wait soda long fry cold self serve soda lobby homeless crazy kid long use take long get sodas one work behind counter machine always seem drive thru customers priority know mistake walk probably return,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,00010000,2,3,wait minutes line
594,"['Cost', 'Filthy']","['1.0', '0.6471']",Chicago,three cardinal ice cream con cost twice much locations around chicago granted mean pay instead might say pointless critique fifty cents say charge twice price name another thing sell anywhere franchise price vary wildly hate mcdonald reason go lose money serve priced ice cream con possibly profit moreover c amon ice cream cone fifty cents hot chicago day could pass even mcdonald hating complete chaos order station even little pigeons feed outdoor seat area employee alternate curse pigeons get close throw fry get get away realize feed keep nasty ass pigeons around,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,00100001,9,5,get right work
595,['RudeService'],['1'],Chicago,come back rude service use coupon register person ask manager help manager come say something spanish register person laugh go away manager feel need hide say use language understand pure rudeness,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000,0,13,window us say
596,['ScaryMcDs'],['1'],Chicago,recommend drive rather quickly risk assault mob grope harassed interest full disclosure though know make appearance two late late night propel find comfort arm greasy french fry egg mcmuffins sans canadian bacon coffee combo make grow buddha belly happy ordinary artery clog goodness get pay except might want risk safety go store,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,00000100,9,10,coffee burn ice
597,"['OrderProblem', 'SlowService', 'RudeService']","['1.0', '0.6925', '0.6661']",Chicago,today break point long ago mcdonald revolutionize restaurant industry fast food dining paragon possible human ingenuity apply streamline process deliver maximum production food people least amount time days efficiency long matter replace indifference complacency lack disregard customer priorities mornings stop mcdonald grab yogurt parfait morning breakfast healthy breakfast taste good amazingly cheap today one top ten things associate mcdonald efficiency today throw word window mcdonald long merit today leave house early express purpose order food breakfast dinner short sleep need giant coffee go food keep sane long day work arrive know foursquare tell check something amiss large crowd people line simply moving great things sometimes happen glad leave house early actually wait line would matter would still able get want want minutes start fly line still moving happen proud tradition corporate efficiency deliver customer want want high degree professionalism courtesy well forget clear one mcdonald morning shift give one iota care anyone wait line get third person line two customers start argue cashier want cream side coffee mix clerk would make new coffee customers customers watch people argue clerk get blood boil try get order get work time inability clerk placate customers end stick line waiting waiting wait seem forever arrive make order yell frustration utter lack disregard staff much amusement patrons either wait order wait order boat slam door leave walk block starbucks starbucks spend giant cup coffee food could easily spend mcdonald order get wanted apparently mcdonald long care earn money since busy argue customers make everyone wait order wait food long go good old days quick food restaurant mcdonald long adhere sense time service degenerate ultimate display incompetency enough word languages speak describe disgust experience today mcdonald disgraceful thorough exercise human futility ten minutes life never gain back,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11010000,12,3,wait minutes line
598,['RudeService'],['1'],Chicago,mcdonalds gentle balance efficient service psychotic episodes location recently remodel exist clientele less fortunate bright open area hang new system order one counter receive food another seem work well really appreciate tell stand wait order sheep really need stop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000,2,0,order time wrong
599,['ScaryMcDs'],['1'],Chicago,wow ever wonder would like eat cafeteria insane asylum come lovely eatery meal wish granted derelict eccentric clientele mcdonald location rest downtown chicago fact might home base honest stump place continue operate let crazies run amok inside scream obscenities ramble know get taste walk generally decent collection nut jobs outside well wonder many people die mcdonald,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,00000100,0,1,mcdonald people time
600,"['ScaryMcDs', 'BadFood']","['1.0', '1.0']",Chicago,bad shamrock shake ever new shake brutal even good job mix mint stuff regular shake result chalky mix small pocket mint end toss sips comment rest food past average agree location turn homeless hangout meet tourist pits stop neither homeless outside cook county find another spot,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,00001100,7,4,food fast time
601,['ScaryMcDs'],['1'],Chicago,get star cuz efficiency dual lane drive thru inside whole story dont go inside let leave must watch wallet purse,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,00000100,13,2,drive thru window
602,['SlowService'],['0.7223'],Chicago,place hands win award efficiency lack thereof come night busy c grade hooligans patrons crave dollar menu items order dollar pop take employees behind counter minutes take order large coke get cup w root beer thing perplex self service fountain machine,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,00010000,4,0,order time wrong
603,"['RudeService', 'OrderProblem']","['1.0', '1.0']",Chicago,logan square lot offer fast food lane push come shove least mcdonald decent go right mcdonald live world hipster laissez fair attitude something wrong answer bad go mcdonald night mom order worth food include two mcflurrys soft serve toppings dump top stale chicken nuggets diet cokes halfway meal mom notice drink taste funny look receipt saw cashier make one drink coke zero go counter tell samantha manager drink wrong would like diet coke say drink half empty would buy new one shock face wash like piece smooth sea glass mom try reason customer get actually ordered samantha take mom receipt throw away mom ask back officially complain give credit follow lose cause would cost new drink samantha crew unfriendly group people ever experience eat food would poison abrasive unhelpful attitude,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11000000,15,4,food fast time
604,['RudeService'],['1'],Chicago,bad mcdonalds ever understand promotional sign always spanish english languages english unless owner racist want english speak people events,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000,12,12,mcdonalds time always
605,['Cost'],['0.6749'],Chicago,stingy mcdonalds ever include downtown service nice speak english great saw someone get chocolate cover sundae darn thing even covered take airbrush system lightly spray translucent film tsk tsk price charge plastic bags ketchup packers god know else would surprise charge napkins go gasp tell would extra cents get ketchup packets whole ketchup bottle would even cost anymore atmosphere go late afternoon pretty empty loud dirty food think would rate food come home find fry cold stale well nuggets ugh irony employees understand english first time life mess order say ranch barbecue instead ranch sauce inside,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,00000001,12,6,go time back
606,['SlowService'],['1'],Chicago,probably bad mcdonald ever matter time day go many people wait line little order always end spend least minutes wait order fast fast food favorite visit include one person register entire lobby start fill people years since work fast food memory serve many people suppose open another register finally worker stand fry station nothing ask manager open another register wait minutes ice coffee non rush time similarly wait minutes ice cream cone another occasion ask shamrock shake tell run see two make deliver customers right front hate close mcdonald choice go get shit together logan square mcdonald scary clown might get,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,00010000,3,3,wait minutes line
607,['BadFood'],['1'],Chicago,go mcdonald rare look greasy food consistency double cheeseburger today dry nasty believe hell freeze star nice,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00001000,1,1,mcdonald people time
608,['ScaryMcDs'],['0.6562'],Chicago,lol soooo many one star reviews mcdonald people middle best part chicago expecting people watch good junkie homeless person tip well big macs know else say,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,00000100,11,1,mcdonald people time
609,"['SlowService', 'Cost']","['1.0', '0.731']",Chicago,slow mcdonald jazz appearance still ol slow mcdonald pretty hip place eat pay refills believe saw cosby sweater clothe gentleman eat mcnugget floor overall great atmosphere place really sit family enjoy food miss old slow mcdonald,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,00010001,15,1,mcdonald people time
610,['OrderProblem'],['1'],Chicago,horrible mcdonalds yes get fast food place things get mess line everytime go something mess order couple time go order large fry coke get piece chicken nugget root beer rest time would always get either wrong drink wrong size something entire order would wrong happen every time,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01000000,1,5,get right work
